dataset,entropy_type,size_kb,algorithm,run_id,compress_ms,decompress_ms,input_bytes,compressed_bytes,compression_ratio
DS_HIGH_ENTROPY_10KB.json,HIGH_ENTROPY,10,LZW,11,2.626800,0.722800,10240,31352,0.326614
DS_HIGH_ENTROPY_10KB.json,HIGH_ENTROPY,10,LZW,12,2.097200,0.627800,10240,31352,0.326614
DS_HIGH_ENTROPY_10KB.json,HIGH_ENTROPY,10,LZW,13,2.897800,0.730600,10240,31352,0.326614
DS_HIGH_ENTROPY_10KB.json,HIGH_ENTROPY,10,LZW,14,2.186900,0.620000,10240,31352,0.326614
DS_HIGH_ENTROPY_10KB.json,HIGH_ENTROPY,10,LZW,15,1.658300,0.506100,10240,31352,0.326614
DS_HIGH_ENTROPY_10KB.json,HIGH_ENTROPY,10,LZW,16,2.388900,0.539300,10240,31352,0.326614
DS_HIGH_ENTROPY_10KB.json,HIGH_ENTROPY,10,LZW,17,1.951100,0.499700,10240,31352,0.326614
DS_HIGH_ENTROPY_10KB.json,HIGH_ENTROPY,10,LZW,18,2.205200,0.680900,10240,31352,0.326614
DS_HIGH_ENTROPY_10KB.json,HIGH_ENTROPY,10,LZW,19,2.479400,0.748000,10240,31352,0.326614
DS_HIGH_ENTROPY_10KB.json,HIGH_ENTROPY,10,LZW,20,4.235100,0.746200,10240,31352,0.326614
DS_HIGH_ENTROPY_10KB.json,HIGH_ENTROPY,10,LZW,21,1.387000,0.508000,10240,31352,0.326614
DS_HIGH_ENTROPY_10KB.json,HIGH_ENTROPY,10,LZW,22,1.187100,0.494700,10240,31352,0.326614
DS_HIGH_ENTROPY_10KB.json,HIGH_ENTROPY,10,LZW,23,1.729300,0.639100,10240,31352,0.326614
DS_HIGH_ENTROPY_10KB.json,HIGH_ENTROPY,10,LZW,24,1.832900,0.497900,10240,31352,0.326614
DS_HIGH_ENTROPY_10KB.json,HIGH_ENTROPY,10,LZW,25,1.115000,0.499700,10240,31352,0.326614
DS_HIGH_ENTROPY_10KB.json,HIGH_ENTROPY,10,LZW,26,1.132400,0.494600,10240,31352,0.326614
DS_HIGH_ENTROPY_10KB.json,HIGH_ENTROPY,10,LZW,27,1.063600,0.498400,10240,31352,0.326614
DS_HIGH_ENTROPY_10KB.json,HIGH_ENTROPY,10,LZW,28,1.084700,0.535200,10240,31352,0.326614
DS_HIGH_ENTROPY_10KB.json,HIGH_ENTROPY,10,LZW,29,1.134800,0.499000,10240,31352,0.326614
DS_HIGH_ENTROPY_10KB.json,HIGH_ENTROPY,10,LZW,30,1.520300,0.508200,10240,31352,0.326614
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,Huffman,1,2.339900,1.409700,51200,42787,1.196625
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,Huffman,2,2.149800,1.502500,51200,42787,1.196625
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,Huffman,3,2.713600,1.422700,51200,42787,1.196625
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,Huffman,4,2.369800,1.523600,51200,42787,1.196625
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,Huffman,5,2.958500,1.822200,51200,42787,1.196625
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,Huffman,6,2.415400,1.552300,51200,42787,1.196625
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,Huffman,7,2.173700,1.436400,51200,42787,1.196625
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,Huffman,8,2.155400,1.389100,51200,42787,1.196625
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,Huffman,9,2.147200,1.407300,51200,42787,1.196625
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,Huffman,10,2.498000,1.408200,51200,42787,1.196625
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,Huffman,11,2.821000,1.591700,51200,42787,1.196625
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,Huffman,12,2.147800,1.420200,51200,42787,1.196625
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,Huffman,13,2.168300,1.386700,51200,42787,1.196625
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,Huffman,14,2.995300,1.430400,51200,42787,1.196625
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,Huffman,15,2.159000,1.446600,51200,42787,1.196625
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,Huffman,16,2.150900,1.478600,51200,42787,1.196625
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,Huffman,17,2.842300,1.527200,51200,42787,1.196625
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,Huffman,18,2.352900,1.448000,51200,42787,1.196625
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,Huffman,19,2.150000,1.394400,51200,42787,1.196625
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,Huffman,20,2.184200,1.401800,51200,42787,1.196625
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,Huffman,21,2.203400,1.464500,51200,42787,1.196625
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,Huffman,22,2.151400,1.396800,51200,42787,1.196625
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,Huffman,23,2.823400,1.406200,51200,42787,1.196625
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,Huffman,24,2.148500,1.383800,51200,42787,1.196625
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,Huffman,25,2.352600,1.399800,51200,42787,1.196625
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,Huffman,26,2.164100,1.384100,51200,42787,1.196625
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,Huffman,27,3.041900,1.530300,51200,42787,1.196625
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,Huffman,28,2.808700,1.879200,51200,42787,1.196625
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,Huffman,29,2.766700,2.088500,51200,42787,1.196625
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,Huffman,30,2.217000,1.724300,51200,42787,1.196625
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,LZW,1,5.543000,4.395000,51200,148576,0.344605
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,LZW,2,6.629500,2.580200,51200,148576,0.344605
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,LZW,3,5.249000,2.594800,51200,148576,0.344605
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,LZW,4,5.581200,2.532500,51200,148576,0.344605
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,LZW,5,5.902000,2.472400,51200,148576,0.344605
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,LZW,6,5.065100,2.497300,51200,148576,0.344605
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,LZW,7,6.879700,3.801900,51200,148576,0.344605
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,LZW,8,6.598300,3.097800,51200,148576,0.344605
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,LZW,9,6.192400,2.470900,51200,148576,0.344605
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,LZW,10,4.980300,2.121200,51200,148576,0.344605
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,LZW,11,5.104300,2.159700,51200,148576,0.344605
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,LZW,12,5.287100,2.151500,51200,148576,0.344605
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,LZW,13,5.147700,2.133900,51200,148576,0.344605
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,LZW,14,4.946700,2.434000,51200,148576,0.344605
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,LZW,15,5.479300,2.116200,51200,148576,0.344605
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,LZW,16,5.906500,2.319600,51200,148576,0.344605
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,LZW,17,5.798800,2.240300,51200,148576,0.344605
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,LZW,18,5.602600,2.202200,51200,148576,0.344605
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,LZW,19,5.427400,2.157600,51200,148576,0.344605
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,LZW,20,5.128900,2.141900,51200,148576,0.344605
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,LZW,21,4.932400,2.825400,51200,148576,0.344605
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,LZW,22,4.981800,2.120900,51200,148576,0.344605
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,LZW,23,5.793100,2.165300,51200,148576,0.344605
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,LZW,24,5.111600,2.118400,51200,148576,0.344605
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,LZW,25,4.625500,2.111300,51200,148576,0.344605
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,LZW,26,4.393800,2.197300,51200,148576,0.344605
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,LZW,27,5.311600,2.132900,51200,148576,0.344605
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,LZW,28,4.922200,2.381700,51200,148576,0.344605
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,LZW,29,5.093600,2.383500,51200,148576,0.344605
DS_HIGH_ENTROPY_50KB.json,HIGH_ENTROPY,50,LZW,30,5.318500,2.133900,51200,148576,0.344605
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,Huffman,1,4.295100,2.845200,102400,84601,1.210388
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,Huffman,2,4.430000,2.726800,102400,84601,1.210388
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,Huffman,3,4.212900,2.761300,102400,84601,1.210388
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,Huffman,4,4.158400,2.870900,102400,84601,1.210388
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,Huffman,5,5.007700,2.721700,102400,84601,1.210388
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,Huffman,6,4.497900,2.742300,102400,84601,1.210388
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,Huffman,7,5.681400,2.779300,102400,84601,1.210388
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,Huffman,8,4.412200,2.733500,102400,84601,1.210388
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,Huffman,9,4.843700,2.758600,102400,84601,1.210388
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,Huffman,10,4.435400,2.894300,102400,84601,1.210388
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,Huffman,11,4.193100,2.743100,102400,84601,1.210388
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,Huffman,12,5.122200,2.715700,102400,84601,1.210388
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,Huffman,13,4.665500,2.731300,102400,84601,1.210388
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,Huffman,14,5.361000,2.733400,102400,84601,1.210388
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,Huffman,15,4.940600,2.894400,102400,84601,1.210388
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,Huffman,16,4.557000,2.880100,102400,84601,1.210388
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,Huffman,17,4.265800,2.699000,102400,84601,1.210388
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,Huffman,18,4.292800,2.757800,102400,84601,1.210388
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,Huffman,19,4.648900,2.725100,102400,84601,1.210388
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,Huffman,20,4.372700,2.721100,102400,84601,1.210388
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,Huffman,21,4.238000,2.770900,102400,84601,1.210388
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,Huffman,22,4.727400,2.736700,102400,84601,1.210388
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,Huffman,23,4.171700,2.718000,102400,84601,1.210388
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,Huffman,24,4.177600,2.695600,102400,84601,1.210388
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,Huffman,25,4.701000,2.692700,102400,84601,1.210388
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,Huffman,26,4.791200,2.802400,102400,84601,1.210388
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,Huffman,27,6.028000,3.718100,102400,84601,1.210388
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,Huffman,28,6.154300,3.833100,102400,84601,1.210388
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,Huffman,29,5.379700,2.725100,102400,84601,1.210388
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,Huffman,30,6.298100,2.801200,102400,84601,1.210388
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,LZW,1,9.904200,4.134800,102400,294932,0.347199
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,LZW,2,10.002800,4.088400,102400,294932,0.347199
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,LZW,3,10.355900,4.027200,102400,294932,0.347199
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,LZW,4,10.553400,4.459300,102400,294932,0.347199
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,LZW,5,9.116500,4.190300,102400,294932,0.347199
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,LZW,6,9.711800,4.720100,102400,294932,0.347199
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,LZW,7,9.387700,4.404800,102400,294932,0.347199
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,LZW,8,9.200200,4.033800,102400,294932,0.347199
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,LZW,9,9.311800,4.076600,102400,294932,0.347199
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,LZW,10,9.257400,4.135400,102400,294932,0.347199
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,LZW,11,9.607800,4.176300,102400,294932,0.347199
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,LZW,12,10.879800,4.177300,102400,294932,0.347199
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,LZW,13,9.606200,4.401600,102400,294932,0.347199
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,LZW,14,10.193100,4.402600,102400,294932,0.347199
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,LZW,15,10.874000,4.256400,102400,294932,0.347199
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,LZW,16,9.645300,3.987300,102400,294932,0.347199
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,LZW,17,9.318800,4.083500,102400,294932,0.347199
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,LZW,18,9.794800,3.960400,102400,294932,0.347199
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,LZW,19,9.111500,4.012000,102400,294932,0.347199
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,LZW,20,10.259700,4.074800,102400,294932,0.347199
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,LZW,21,9.329200,4.010500,102400,294932,0.347199
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,LZW,22,10.130300,4.435900,102400,294932,0.347199
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,LZW,23,9.861100,4.360800,102400,294932,0.347199
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,LZW,24,9.881600,4.002600,102400,294932,0.347199
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,LZW,25,10.185700,5.065100,102400,294932,0.347199
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,LZW,26,9.537600,4.201200,102400,294932,0.347199
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,LZW,27,9.640700,4.257600,102400,294932,0.347199
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,LZW,28,9.441600,4.147400,102400,294932,0.347199
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,LZW,29,9.222000,4.032900,102400,294932,0.347199
DS_HIGH_ENTROPY_100KB.json,HIGH_ENTROPY,100,LZW,30,10.044800,4.026500,102400,294932,0.347199
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,Huffman,1,22.157500,13.875200,512000,419224,1.221304
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,Huffman,2,21.488200,14.297100,512000,419224,1.221304
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,Huffman,3,23.552800,15.993100,512000,419224,1.221304
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,Huffman,4,21.581500,13.212800,512000,419224,1.221304
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,Huffman,5,22.556400,14.495300,512000,419224,1.221304
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,Huffman,6,22.111300,13.153200,512000,419224,1.221304
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,Huffman,7,20.559900,13.273000,512000,419224,1.221304
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,Huffman,8,21.720100,13.733700,512000,419224,1.221304
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,Huffman,9,21.878200,13.097600,512000,419224,1.221304
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,Huffman,10,21.613600,14.112700,512000,419224,1.221304
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,Huffman,11,21.250500,13.349200,512000,419224,1.221304
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,Huffman,12,22.267700,13.391700,512000,419224,1.221304
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,Huffman,13,20.562100,13.938100,512000,419224,1.221304
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,Huffman,14,20.587200,13.707100,512000,419224,1.221304
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,Huffman,15,20.536300,13.257200,512000,419224,1.221304
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,Huffman,16,21.115200,13.137900,512000,419224,1.221304
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,Huffman,17,21.188200,14.625600,512000,419224,1.221304
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,Huffman,18,20.429900,13.119200,512000,419224,1.221304
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,Huffman,19,20.809200,13.189700,512000,419224,1.221304
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,Huffman,20,20.545200,13.095200,512000,419224,1.221304
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,Huffman,21,21.618300,13.746600,512000,419224,1.221304
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,Huffman,22,23.467800,13.746000,512000,419224,1.221304
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,Huffman,23,21.873900,15.121100,512000,419224,1.221304
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,Huffman,24,24.170000,14.401200,512000,419224,1.221304
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,Huffman,25,22.522300,13.124300,512000,419224,1.221304
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,Huffman,26,20.476700,13.256300,512000,419224,1.221304
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,Huffman,27,20.499900,13.186800,512000,419224,1.221304
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,Huffman,28,20.344000,13.237900,512000,419224,1.221304
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,Huffman,29,25.525800,13.521100,512000,419224,1.221304
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,Huffman,30,21.274500,14.492800,512000,419224,1.221304
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,LZW,1,50.076000,23.726200,512000,1470560,0.348167
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,LZW,2,58.198900,26.810900,512000,1470560,0.348167
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,LZW,3,49.903500,23.417700,512000,1470560,0.348167
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,LZW,4,55.598400,25.705600,512000,1470560,0.348167
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,LZW,5,50.632000,22.796100,512000,1470560,0.348167
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,LZW,6,53.218100,26.460000,512000,1470560,0.348167
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,LZW,7,54.122000,25.575700,512000,1470560,0.348167
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,LZW,8,57.471300,26.464800,512000,1470560,0.348167
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,LZW,9,52.918800,24.474000,512000,1470560,0.348167
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,LZW,10,56.229000,25.276900,512000,1470560,0.348167
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,LZW,11,52.091400,26.578700,512000,1470560,0.348167
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,LZW,12,57.229600,25.964100,512000,1470560,0.348167
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,LZW,13,49.456400,22.708400,512000,1470560,0.348167
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,LZW,14,56.066800,26.952000,512000,1470560,0.348167
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,LZW,15,51.285000,24.946500,512000,1470560,0.348167
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,LZW,16,53.401500,26.327800,512000,1470560,0.348167
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,LZW,17,51.801600,24.771100,512000,1470560,0.348167
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,LZW,18,54.886700,27.404800,512000,1470560,0.348167
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,LZW,19,56.440700,24.471900,512000,1470560,0.348167
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,LZW,20,53.117800,26.362700,512000,1470560,0.348167
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,LZW,21,50.530000,24.720500,512000,1470560,0.348167
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,LZW,22,57.561900,27.162600,512000,1470560,0.348167
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,LZW,23,54.320600,23.312000,512000,1470560,0.348167
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,LZW,24,53.814400,25.859200,512000,1470560,0.348167
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,LZW,25,49.756100,22.580800,512000,1470560,0.348167
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,LZW,26,61.616600,25.236200,512000,1470560,0.348167
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,LZW,27,49.201500,21.584100,512000,1470560,0.348167
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,LZW,28,52.750500,25.516600,512000,1470560,0.348167
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,LZW,29,54.548100,23.020600,512000,1470560,0.348167
DS_HIGH_ENTROPY_500KB.json,HIGH_ENTROPY,500,LZW,30,56.405100,27.937700,512000,1470560,0.348167
DS_HIGH_ENTROPY_1MB.json,HIGH_ENTROPY,1024,Huffman,1,43.647100,29.316900,1048576,857768,1.222447
DS_HIGH_ENTROPY_1MB.json,HIGH_ENTROPY,1024,Huffman,2,46.707800,26.944000,1048576,857768,1.222447
DS_HIGH_ENTROPY_1MB.json,HIGH_ENTROPY,1024,Huffman,3,44.863500,28.660700,1048576,857768,1.222447
DS_HIGH_ENTROPY_1MB.json,HIGH_ENTROPY,1024,Huffman,4,42.355500,26.826200,1048576,857768,1.222447
DS_HIGH_ENTROPY_1MB.json,HIGH_ENTROPY,1024,Huffman,5,46.659000,28.467300,1048576,857768,1.222447
DS_HIGH_ENTROPY_1MB.json,HIGH_ENTROPY,1024,Huffman,6,44.055300,27.317500,1048576,857768,1.222447
DS_HIGH_ENTROPY_1MB.json,HIGH_ENTROPY,1024,Huffman,7,42.205100,27.475600,1048576,857768,1.222447
DS_HIGH_ENTROPY_1MB.json,HIGH_ENTROPY,1024,Huffman,8,43.964000,29.678900,1048576,857768,1.222447
DS_HIGH_ENTROPY_1MB.json,HIGH_ENTROPY,1024,Huffman,9,48.989600,28.773400,1048576,857768,1.222447
DS_HIGH_ENTROPY_1MB.json,HIGH_ENTROPY,1024,Huffman,10,45.848200,28.784400,1048576,857768,1.222447
DS_HIGH_ENTROPY_1MB.json,HIGH_ENTROPY,1024,Huffman,11,42.986400,27.396500,1048576,857768,1.222447
DS_HIGH_ENTROPY_1MB.json,HIGH_ENTROPY,1024,Huffman,12,44.099300,27.063000,1048576,857768,1.222447
DS_HIGH_ENTROPY_1MB.json,HIGH_ENTROPY,1024,Huffman,13,45.039100,28.602700,1048576,857768,1.222447
DS_HIGH_ENTROPY_1MB.json,HIGH_ENTROPY,1024,Huffman,14,49.908500,30.007400,1048576,857768,1.222447
DS_HIGH_ENTROPY_1MB.json,HIGH_ENTROPY,1024,Huffman,15,43.697200,26.977300,1048576,857768,1.222447
DS_HIGH_ENTROPY_1MB.json,HIGH_ENTROPY,1024,Huffman,16,44.858600,27.468900,1048576,857768,1.222447
DS_HIGH_ENTROPY_1MB.json,HIGH_ENTROPY,1024,Huffman,17,42.256500,26.891700,1048576,857768,1.222447
DS_HIGH_ENTROPY_1MB.json,HIGH_ENTROPY,1024,Huffman,18,45.017900,28.322400,1048576,857768,1.222447
DS_HIGH_ENTROPY_1MB.json,HIGH_ENTROPY,1024,Huffman,19,44.082400,27.759400,1048576,857768,1.222447
DS_HIGH_ENTROPY_1MB.json,HIGH_ENTROPY,1024,Huffman,20,46.320300,30.447600,1048576,857768,1.222447
DS_HIGH_ENTROPY_1MB.json,HIGH_ENTROPY,1024,Huffman,21,45.276900,29.238100,1048576,857768,1.222447
