mean,eps,lower,upper,t_crit,se,n,gamma,entropy_type,size_kb,algorithm,dataset_key
4.713993333333334,0.45475134155399854,4.259241991779335,5.168744674887332,2.045229642132704,0.22234732578968372,30,0.95,LOW_ENTROPY,50,LZW,LOW__50KB
1.5431933333333332,0.06858067218123182,1.4746126611521013,1.611774005514565,2.045229642132704,0.03353201555876041,30,0.95,LOW_ENTROPY,100,Huffman,LOW__100KB
9.841683333333332,0.6624322156002284,9.179251117733104,10.50411554893356,2.045229642132704,0.3238913625901999,30,0.95,LOW_ENTROPY,100,LZW,LOW__100KB
8.198543333333332,0.7165725002090798,7.481970833124252,8.915115833542412,2.045229642132704,0.35036285678993956,30,0.95,LOW_ENTROPY,500,Huffman,LOW__500KB
68.90643333333334,5.456976227993985,63.449457105339356,74.36340956132733,2.045229642132704,2.6681484150130026,30,0.95,LOW_ENTROPY,500,LZW,LOW__500KB
20.79941,1.15498131766528,19.644428682334723,21.95439131766528,2.045229642132704,0.5647196255482099,30,0.95,LOW_ENTROPY,1024,Huffman,LOW__1024KB
184.76673,12.963347035052724,171.80338296494728,197.73007703505272,2.045229642132704,6.33833324532444,30,0.95,LOW_ENTROPY,1024,LZW,LOW__1024KB
85.70966000000001,1.827627214099955,83.88203278590007,87.53728721409996,2.045229642132704,0.8936048923064505,30,0.95,LOW_ENTROPY,5120,Huffman,LOW__5120KB
936.3948333333334,32.11369336202996,904.2811399713034,968.5085266953633,2.045229642132704,15.701754316714661,30,0.95,LOW_ENTROPY,5120,LZW,LOW__5120KB
0.16382666666666668,0.02106982013369812,0.14275684653296855,0.1848964868003648,2.045229642132704,0.010301933680037586,30,0.95,MEDIUM_ENTROPY,1,Huffman,MEDI_1KB
0.14223333333333335,0.009634049675102542,0.13259928365823082,0.15186738300843589,2.045229642132704,0.004710497773275203,30,0.95,MEDIUM_ENTROPY,1,LZW,MEDI_1KB
0.19092333333333336,0.02293937562164368,0.16798395771168967,0.21386270895497705,2.045229642132704,0.011216039093645831,30,0.95,MEDIUM_ENTROPY,2,Huffman,MEDI_2KB
0.24479,0.024480810019412526,0.2203091899805875,0.26927081001941255,2.045229642132704,0.01196971211207592,30,0.95,MEDIUM_ENTROPY,2,LZW,MEDI_2KB
0.2711866666666667,0.015677068408390945,0.25550959825827574,0.28686373507505764,2.045229642132704,0.007665187363529198,30,0.95,MEDIUM_ENTROPY,5,Huffman,MEDI_5KB
0.4557733333333333,0.06372200646520138,0.39205132686813193,0.5194953397985347,2.045229642132704,0.031156406670672925,30,0.95,MEDIUM_ENTROPY,5,LZW,MEDI_5KB
0.4351433333333333,0.03497991883150266,0.4001634145018307,0.47012325216483597,2.045229642132704,0.017103174191738513,30,0.95,MEDIUM_ENTROPY,10,Huffman,MEDI_10KB
0.8348433333333334,0.07938642550309778,0.7554569078302356,0.9142297588364312,2.045229642132704,0.03881540921747839,30,0.95,MEDIUM_ENTROPY,10,LZW,MEDI_10KB
